nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000160	Ethan Hawke	1970	\N	actor,producer,writer	tt2209418,tt0112471,tt0381681,tt0139654
nm0010471	Sandra Adair	1952	\N	editor,editorial_department,producer	tt0405296,tt1065073,tt0332379,tt6118040
nm0462895	David Koepp	1963	\N	writer,miscellaneous,director	tt0164181,tt0117060,tt0145487,tt0107290
nm0000341	Michael Crichton	1942	2008	writer,producer,director	tt0108757,tt0070909,tt0107290,tt0117998
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0083987,tt0107290,tt0057115,tt0060934
nm0000156	Jeff Goldblum	1952	\N	actor,soundtrack,writer	tt2278388,tt0116629,tt0091064,tt0107290
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt7653254,tt2305051,tt0107290,tt0090756
nm0000554	Sam Neill	1947	\N	actor,producer,director	tt4698684,tt0107290,tt0107822,tt0163025
nm0084695	Peter Biziou	1944	\N	cinematographer,camera_department,producer	tt0095647,tt0120382,tt0081633,tt0250797
nm0002303	Trevor Jones	1949	\N	composer,music_department,soundtrack	tt0118929,tt0106582,tt0125439,tt0104691
nm0313623	Terry George	1952	\N	writer,producer,miscellaneous	tt0395169,tt0117690,tt2201259,tt0107207
nm0174840	Gerry Conlon	1954	2014	actor,writer,music_department	tt21157344,tt1748062,tt0119092,tt0107207
nm0006487	Jim Sheridan	1949	\N	producer,director,writer	tt0298845,tt0765010,tt0107207,tt0097937
nm2535022	Philip King	\N	\N	actor	tt0101114,tt0107207,tt9394742
nm0188949	Alison Crosbie	\N	\N	casting_department,casting_director,miscellaneous	tt0111712,tt0165773,tt2431286,tt0107207
nm0000592	Pete Postlethwaite	1946	2011	actor,producer	tt1375666,tt0119567,tt0114814,tt0840361
nm0357421	Gerry Hambling	1926	2013	editor,sound_department,editorial_department	tt0077928,tt0101605,tt0095647,tt0116250
nm0120317	Henry Bumstead	1915	2006	art_director,production_designer,actor	tt0418689,tt0056592,tt0327056,tt0070735
nm0005726	Jack N. Green	1946	\N	camera_department,cinematographer,director	tt0086960,tt0112579,tt0105695,tt0379786
nm0006215	Lennie Niehaus	1929	2020	music_department,composer,soundtrack	tt0112579,tt0091187,tt0186566,tt0105695
nm0672459	David Webb Peoples	1940	\N	writer,editor,director	tt0105695,tt0083658,tt0114746,tt0120157
nm0001321	Richard Harris	1930	2002	actor,soundtrack,producer	tt0172495,tt0105695,tt0061439,tt0245844
nm0000432	Gene Hackman	1930	\N	actor,soundtrack,producer	tt0105695,tt0067116,tt0265666,tt0069113
nm0583675	Menno Meyjes	1954	\N	writer,director,producer	tt0097576,tt0133952,tt2352230,tt0088939
nm0090151	Jeffrey Boam	1946	2000	writer,producer,director	tt0085407,tt0117331,tt0097576,tt0093260
nm0001186	Denholm Elliott	1922	1992	actor	tt0086465,tt0097576,tt0091867,tt0082971
nm0233145	Alison Doody	1966	\N	actress	tt0110442,tt0090264,tt0097576,tt8178634
nm0000125	Sean Connery	1930	2020	actor,producer,soundtrack	tt0055928,tt0059800,tt0094226,tt0117500
nm0915226	Robert Watts	1938	\N	producer,production_manager,assistant_director	tt0082971,tt0080684,tt0086190,tt0096438
nm1147210	Mark Henley	1955	\N	camera_department,animation_department,miscellaneous	tt0396555,tt2245084,tt0103639,tt0230011
nm0411790	Shigesato Itoi	1948	\N	miscellaneous,actor,writer	tt0835441,tt0208331,tt0096283,tt0208332
nm0757076	Chika Sakamoto	1959	\N	actress	tt4473492,tt3291680,tt0087544,tt0096283
nm0383022	Noriko Hidaka	1962	\N	actress,soundtrack	tt0462422,tt0096283,tt0096685,tt0182629
nm0847054	Hitoshi Takagi	1925	2004	actor	tt0050613,tt0158714,tt0096283,tt0084881
nm0794174	Hisao Shirai	1946	2019	cinematographer,camera_department	tt0169858,tt0156887,tt0113568,tt0102587
nm0330379	Lawrence Gordon	1936	\N	writer,producer,actor	tt0093773,tt0097770,tt0409459,tt11866324
nm0211823	Steven E. de Souza	1947	\N	writer,producer,miscellaneous	tt0095016,tt0083511,tt0325703,tt0088944
nm0835732	Jeb Stuart	1956	\N	writer,producer,director	tt0097770,tt0106977,tt0099044,tt0095016
nm0861636	Roderick Thorp	1936	1999	writer,actor,miscellaneous	tt0337978,tt0095016,tt0099423,tt0112864
nm0001532	John McTiernan	1951	\N	director,producer,writer	tt0095016,tt0246894,tt0107362,tt0093773
nm0001817	Reginald VelJohnson	1952	\N	actor,writer,soundtrack	tt0087332,tt0095016,tt0096579,tt0099423
nm0000889	Bonnie Bedelia	1948	\N	actress,soundtrack	tt0100404,tt0099423,tt0085656,tt0095016
nm0000614	Alan Rickman	1946	2016	actor,soundtrack,writer	tt0102798,tt0095016,tt0177789,tt0408236
nm0005801	Douglas Milsome	1939	\N	cinematographer,camera_department,miscellaneous	tt0091203,tt0104691,tt0093058,tt0102798
nm0368007	Gustav Hasford	1947	1993	writer	tt3305192,tt0093058
nm0000284	Adam Baldwin	1962	\N	actor,soundtrack	tt0116629,tt0187393,tt0093058,tt0379786
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,soundtrack	tt0119654,tt0369610,tt0209958,tt0093058
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0095647,tt0093058,tt0324216,tt0114369
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt1345836,tt0112760,tt0093058,tt2932536
nm0402950	Martin Hunter	\N	\N	editor,editorial_department,producer	tt0093058,tt0107302,tt0119081,tt0296572
nm0473588	Vivian Kubrick	1960	\N	actress,composer,director	tt0198715,tt2738022,tt4168084,tt0093058
nm0361683	Masato Hara	1931	2021	producer,miscellaneous,executive	tt0085933,tt0089881,tt0178868,tt0233910
nm0000636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous	tt20711868,tt10095582,tt14297038,tt8632012
nm0406836	Masato Ide	1920	1989	writer,miscellaneous,animation_department	tt0312596,tt0202434,tt0080979,tt0089881
nm0753480	Daisuke Ryû	1957	2021	actor	tt0089881,tt0164707,tt0080979,tt0230780
nm0628704	Jinpachi Nezu	1947	2016	actor	tt0208502,tt0133192,tt0089881,tt0080979
nm0855417	Akira Terao	1947	\N	actor,producer	tt0181960,tt0089881,tt0442256,tt0100998
nm0797889	Serge Silberman	1917	2003	producer,miscellaneous,actor	tt0054407,tt0089881,tt0068361,tt0047892
nm0870660	Armitage Trail	1902	1930	writer	tt2066055,tt0023583,tt0036189,tt0023427
nm0372942	Ben Hecht	1894	1964	writer,actor,producer	tt0038787,tt0023427,tt0032209,tt0026970
nm0001328	Howard Hawks	1896	1977	director,producer,writer	tt0038355,tt0061619,tt0053221,tt0040724
nm0000231	Oliver Stone	1946	\N	director,producer,writer	tt0091763,tt0096969,tt0110632,tt0102138
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0080661,tt0120832,tt0086984,tt0094226
nm0001512	Mary Elizabeth Mastrantonio	1958	\N	actress,soundtrack	tt0102798,tt0177971,tt0096754,tt0164085
nm0000874	Steven Bauer	1956	\N	actor,producer,soundtrack	tt0086250,tt0117381,tt0181865,tt1769323
nm0000201	Michelle Pfeiffer	1958	\N	actress,soundtrack,producer	tt0427327,tt0161081,tt0117247,tt0097322
nm0106840	Martin Bregman	1926	2018	producer,actor,executive	tt0111143,tt0098273,tt0072890,tt0180052
nm0877274	Lawrence Turman	1926	\N	producer,miscellaneous,director	tt0110997,tt0061722,tt0084787,tt0091949
nm0287759	David Foster	1929	2019	producer,miscellaneous,executive	tt0298814,tt0068638,tt0084787,tt0120746
nm0132168	John W. Campbell Jr.	1910	1971	writer	tt0084787,tt0044121,tt0043238,tt0905372
nm0484111	Bill Lancaster	1947	1997	writer,actor,producer	tt0084787,tt0074174,tt0335473,tt0078566
nm0000118	John Carpenter	1948	\N	soundtrack,writer,composer	tt0080749,tt0077651,tt0096256,tt0082340
nm0557956	Richard Masur	1948	\N	actor,director,writer	tt0084787,tt0079268,tt0102492,tt0086200
nm0202966	Keith David	1956	\N	actor,soundtrack,producer	tt0084787,tt0120591,tt0780521,tt0096256
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0087781,tt0084787,tt0107076,tt0119360
nm0000621	Kurt Russell	1951	\N	actor,producer,writer	tt0116253,tt3460252,tt3896198,tt0116225
nm0214303	Michael Deeley	1932	\N	sound_department,producer,writer	tt0077416,tt0064505,tt0083658,tt0074851
nm0001140	Philip K. Dick	1928	1982	writer	tt0083658,tt0405296,tt0181689,tt0100802
nm0266684	Hampton Fancher	1938	\N	actor,writer,director	tt0083658,tt0151582,tt1856101,tt0097880
nm0001579	Edward James Olmos	1947	\N	actor,producer,director	tt0407362,tt0083658,tt0094027,tt0120094
nm0000707	Sean Young	1959	\N	actress,miscellaneous,director	tt0093640,tt1856101,tt0083658,tt0087182
nm0000442	Rutger Hauer	1944	2019	actor,producer,director	tt0091209,tt1640459,tt0401792,tt0083658
nm0006331	Vangelis	1943	2022	soundtrack,composer,music_department	tt0082158,tt0346491,tt0083658,tt0103594
nm0001707	Paul Schrader	1946	\N	writer,director,soundtrack	tt0118564,tt6053438,tt11196036,tt0075314
nm0678014	Peter Savage	1920	1981	actor,writer,director	tt0075314,tt0081398,tt0128741,tt0125203
nm0141734	Joseph Carter	1912	1984	writer	tt0081398
nm0483766	Jake LaMotta	1922	2017	actor,writer,miscellaneous	tt0054997,tt0079153,tt0081398,tt1148205
nm0898634	Frank Vincent	1937	2017	actor,producer,miscellaneous	tt0099685,tt0141842,tt0112641,tt0081398
nm0001550	Cathy Moriarty	1960	\N	actress,soundtrack	tt0289848,tt0081398,tt0102951,tt1038919
nm0552731	Mardik Martin	1934	2019	writer,actor,miscellaneous	tt0085794,tt0076451,tt0081398,tt0070379
nm0598744	Ashley Montagu	1905	1999	writer	tt0191143,tt0080678,tt0403218,tt0170980
nm0872375	Frederick Treves	1853	1923	writer	tt0080678
nm0075015	Eric Bergren	1954	2016	writer,director,actor	tt0083967,tt0101664,tt0080678,tt0227632
nm0212246	Christopher De Vore	\N	\N	writer,actor	tt0099726,tt0080678,tt0083967
nm0000186	David Lynch	1946	\N	writer,director,producer	tt0460829,tt0098936,tt0105665,tt0166924
nm0000024	John Gielgud	1904	2000	actor,writer,director	tt0117631,tt0045943,tt0071877,tt0082031
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0056241,tt0061722,tt0119223,tt0076843
nm0762674	Jonathan Sanger	1944	\N	producer,director,assistant_director	tt0230600,tt0259711,tt0080678,tt0091059
nm0714793	Quinn K. Redeker	1936	\N	actor,writer,producer	tt20236780,tt0077416,tt0069658,tt0081283
nm0307311	Louis Garfinkle	1928	2005	writer,producer,director	tt0077416,tt0051755,tt0052793,tt2431566
nm0913346	Deric Washburn	\N	\N	writer	tt0092997,tt0067756,tt0077416,tt0083678
nm0001047	Michael Cimino	1939	2016	director,writer,producer	tt0090350,tt0077416,tt0067756,tt0080855
nm0001698	John Savage	1949	\N	actor,producer,soundtrack	tt0077416,tt0783640,tt0079261,tt0120863
nm0001030	John Cazale	1935	1978	actor,cinematographer,editor	tt0072890,tt0071562,tt0071360,tt0068646
nm0678911	John Peverall	1931	2009	assistant_director,producer,production_manager	tt0056350,tt0074851,tt0079766,tt0077416
nm0680635	Michael Phillips	1943	\N	producer,actor,executive	tt0070735,tt0075860,tt0119675,tt0075314
nm0680539	Julia Phillips	1944	2002	producer,actress	tt0070735,tt0101757,tt0075860,tt0075314
nm0001732	Cybill Shepherd	1950	\N	actress,producer,soundtrack	tt0067328,tt0088571,tt0111932,tt0075314
nm0152469	Michael Chapman	1935	2020	cinematographer,actor,camera_department	tt0075314,tt0081398,tt0106977,tt0251075
nm0010553	Ken Adam	1921	2016	production_designer,art_department,art_director	tt0057012,tt0072684,tt0059800,tt0076752
nm0493339	Tony Lawson	1944	\N	editor,producer,editorial_department	tt0476964,tt0069995,tt0067800,tt0086993
nm0856842	William Makepeace Thackeray	1811	1863	writer,soundtrack	tt0014572,tt15360628,tt0072684,tt0023652
nm0473228	Hardy Krüger	1928	2022	actor,writer,producer	tt0059183,tt0075784,tt0072684,tt0056059
nm0535861	Patrick Magee	1922	1982	actor	tt0082158,tt0072684,tt0066921,tt0058777
nm0001943	Marisa Berenson	1947	\N	actress,soundtrack	tt1130984,tt0068327,tt0072684,tt5943392
nm0641939	Ryan O'Neal	1941	\N	actor,soundtrack,producer	tt0066011,tt0072684,tt0069495,tt0070510
nm0925214	Michael White	1936	2016	producer,miscellaneous,actor	tt0094317,tt0071853,tt0157583,tt0073629
nm0286926	Mark Forstater	1943	\N	producer,actor,miscellaneous	tt0112491,tt0192075,tt0086610,tt0071853
nm0540627	Thomas Malory	1414	1471	writer	tt0963776,tt0082348,tt5642864,tt0045966
nm0001589	Michael Palin	1943	\N	writer,actor,soundtrack	tt0071853,tt0079470,tt0081633,tt0085959
nm0001402	Terry Jones	1942	2020	writer,actor,producer	tt0079470,tt0118172,tt0071853,tt0085959
nm0000416	Terry Gilliam	1940	\N	writer,actor,animation_department	tt0085959,tt0071853,tt1054606,tt0088846
nm0001385	Eric Idle	1943	\N	actor,writer,soundtrack	tt0079470,tt0071853,tt0085959,tt0096764
nm0000092	John Cleese	1939	\N	actor,writer,producer	tt0063929,tt0071853,tt0085959,tt0095159
nm0001037	Graham Chapman	1941	1989	writer,actor,soundtrack	tt0071853,tt0085959,tt0063929,tt0079470
nm0565092	Cormac McCarthy	1933	\N	writer,actor,producer	tt0149624,tt0477348,tt0898367,tt2193215
nm0066055	Terry Bedford	1943	\N	director,assistant_director,cinematographer	tt0088135,tt0115289,tt0071853,tt0076221
nm0002166	John A. Alonzo	1934	2001	cinematographer,actor,camera_department	tt0111280,tt0071315,tt0054047,tt0067927
nm0263172	Robert Evans	1930	2019	producer,actor,writer	tt0081353,tt0071315,tt0074860,tt0108162
nm0001801	Robert Towne	1934	\N	writer,producer,actor	tt0117060,tt0071315,tt0073692,tt0096244
nm0520164	Perry Lopez	1929	2008	actor,soundtrack	tt0065938,tt0100828,tt0060028,tt0071315
nm0001379	John Huston	1906	1987	actor,director,writer	tt0043265,tt0040897,tt0071315,tt0042208
nm0001159	Faye Dunaway	1941	\N	actress,producer,director	tt0074958,tt0071315,tt0061418,tt0082766
nm0642714	Sam O'Steen	1923	2000	editor,editorial_department,director	tt0071315,tt0061722,tt0095174,tt0061184
nm0082300	Tony Bill	1940	\N	actor,director,producer	tt0093029,tt2568862,tt0454824,tt0070735
nm0911486	David S. Ward	1945	\N	writer,director,miscellaneous	tt0070735,tt0097815,tt0110442,tt0108160
nm0001351	George Roy Hill	1921	2002	director,actor,writer	tt0064115,tt0076723,tt0070735,tt0069280
nm0001164	Charles Durning	1923	2012	actor,soundtrack,miscellaneous	tt0072890,tt0120202,tt0079588,tt0190590
nm0001727	Robert Shaw	1927	1978	actor,writer,soundtrack	tt0060665,tt0070735,tt0073195,tt0057076
nm0000602	Robert Redford	1936	\N	producer,actor,director	tt0081283,tt0074119,tt0064115,tt0087781
nm0000056	Paul Newman	1925	2008	actor,producer,director	tt0084855,tt0110684,tt0257044,tt0054997
nm0005892	Robert Surtees	1906	1985	cinematographer,camera_department,miscellaneous	tt0052618,tt0070735,tt0061722,tt0067328
nm0058045	John Barry	1935	1979	production_designer,art_department,art_director	tt0080684,tt0076759,tt0078346,tt0066921
nm0124833	Bill Butler	1933	2017	editor,editorial_department,sound_department	tt0066921,tt0282481,tt0338443,tt0096072
nm0121256	Anthony Burgess	1917	1993	script_department,writer,soundtrack	tt0059880,tt0075520,tt0082484,tt0066921
nm0165049	Warren Clarke	1947	2014	actor,producer,director	tt0113483,tt0088286,tt0083943,tt0066921
nm0060988	Michael Bates	1920	1978	actor	tt0068611,tt0081878,tt0066921,tt0066206
nm0000532	Malcolm McDowell	1943	\N	actor,producer,soundtrack	tt0373883,tt0066921,tt0111280,tt0080025
nm0217258	Enzo Dell'Aquila	\N	\N	writer,director,assistant_director	tt0171279,tt0062157,tt0171038,tt0197806
nm0472756	Mara Krupp	1935	\N	actress	tt0169820,tt1207769,tt0059578,tt0069784
nm0002231	Gian Maria Volontè	1933	1994	actor,director,writer	tt0068346,tt0059578,tt0058461,tt0065889
nm0223964	Fernando Di Leo	1932	2003	writer,director,actor	tt0069818,tt0067429,tt0068902,tt0072010
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0056592,tt0297884,tt0120891,tt0054047
nm0122446	W.R. Burnett	1899	1982	writer,script_department	tt0057115,tt0023427,tt0042208,tt0035530
nm0165412	James Clavell	1921	1994	writer,director,producer	tt0057115,tt0062376,tt0051622,tt0080274
nm0108595	Paul Brickhill	1916	1991	writer	tt0057115,tt0046889,tt0056742,tt0049665
nm0836328	John Sturges	1910	1992	director,producer,editor	tt0050468,tt0057115,tt0054047,tt0047849
nm0001258	James Garner	1928	2014	actor,producer,soundtrack	tt0332280,tt0057115,tt0071042,tt0186566
nm0000537	Steve McQueen	1930	1980	actor,producer,soundtrack	tt0070511,tt0057115,tt0062765,tt0068638
nm0005701	Daniel L. Fapp	1904	1986	cinematographer,camera_department	tt0055614,tt0064639,tt0063121,tt0057115
nm0001587	Alan J. Pakula	1928	1998	producer,director,writer	tt0056592,tt0074119,tt0100404,tt0084707
nm0285210	Horton Foote	1916	2009	writer,actor,producer	tt0090203,tt0086423,tt0056592,tt0048893
nm0497369	Harper Lee	1926	2016	writer,producer,miscellaneous	tt2871832,tt0056592,tt0055691,tt15806996
nm0612322	Robert Mulligan	1925	2008	director,producer,actor	tt0073451,tt0056592,tt0069050,tt0067803
nm0614677	Rosemary Murphy	1925	2014	actress	tt0074464,tt0838247,tt0056592,tt0113819
nm0653942	Frank Overton	1918	1967	actor,miscellaneous	tt0060028,tt0052992,tt0056592,tt0058083
nm0576345	John Megna	1952	1995	actor	tt0071034,tt0056592,tt0058213,tt0082136
nm0000060	Gregory Peck	1916	2003	actor,producer,soundtrack	tt0077269,tt0038109,tt0046250,tt0056592
nm0005737	Russell Harlan	1903	1974	cinematographer,camera_department	tt0056592,tt0044121,tt0056059,tt0051201
nm0594335	Kazuo Miyagawa	1908	1999	cinematographer,animation_department,camera_department	tt0046295,tt0055630,tt0054151,tt0042876
nm0766496	Masaru Satô	1928	1999	composer,music_department,soundtrack	tt0051808,tt0054460,tt0055630,tt0047478
nm0875362	Yôko Tsukasa	1934	\N	actress	tt0061971,tt0060508,tt0055630,tt0410164
nm0867391	Eijirô Tôno	1907	1994	actor,soundtrack	tt0066473,tt0228499,tt0055630,tt0046438
nm0613499	Yoshirô Muraki	1924	2009	production_designer,art_director,art_department	tt0089881,tt0080979,tt0050613,tt0055630
nm0005768	Ernest Laszlo	1898	1984	cinematographer,camera_department	tt0074812,tt0053946,tt0055031,tt0057193
nm0006104	Ernest Gold	1921	1999	music_department,composer,soundtrack	tt0057193,tt0053137,tt10539608,tt0053804
nm0001050	Montgomery Clift	1920	1966	actor,writer,soundtrack	tt0040724,tt0043924,tt0040765,tt0045793
nm0542631	Abby Mann	1927	2008	writer,producer,director	tt0069599,tt0080276,tt0055031,tt0113421
nm0006452	Stanley Kramer	1913	2001	producer,director,miscellaneous	tt0061735,tt0055031,tt0051525,tt0053946
nm0001847	Richard Widmark	1914	2008	actor,producer,soundtrack	tt0077355,tt0053580,tt0055031,tt0039536
nm0000044	Burt Lancaster	1913	1994	actor,producer,miscellaneous	tt0055798,tt0053793,tt0051036,tt0045793
nm0000075	Spencer Tracy	1900	1967	actor,soundtrack	tt0055031,tt0047849,tt0053946,tt0061735
nm0461772	Frederic Knudtson	1906	1964	editor,editorial_department	tt0057193,tt0053946,tt0055031,tt0053137
nm0541721	Daniel Mandell	1895	1987	editor,editorial_department	tt0035211,tt0053604,tt0051201,tt0036868
nm0005766	Joseph LaShelle	1900	1989	cinematographer,camera_department	tt0037008,tt0060424,tt0048356,tt0053604
nm0006037	Adolph Deutsch	1897	1980	composer,music_department,soundtrack	tt0048445,tt0053604,tt0050419,tt0047472
nm0224634	I.A.L. Diamond	1920	1988	writer,producer,soundtrack	tt0066249,tt0053604,tt0060424,tt0053291
nm0001827	Ray Walston	1914	2001	actor,soundtrack	tt0081353,tt0064782,tt0070735,tt0083929
nm0534045	Fred MacMurray	1908	1991	actor,soundtrack,producer	tt0053604,tt0046816,tt0036775,tt0054594
nm0000511	Shirley MacLaine	1934	\N	actress,soundtrack,writer	tt0053604,tt0098384,tt0086425,tt0048750
nm0000493	Jack Lemmon	1925	2001	actor,soundtrack,producer	tt0107050,tt0053291,tt0053604,tt0104348
nm0517615	Michael Logan	\N	\N	writer	tt0043522,tt0060620,tt0191124,tt0053291
nm0858329	Robert Thoeren	1903	1957	writer,actor	tt0041363,tt0039829,tt0031445,tt0053291
nm0706368	George Raft	1901	1980	actor,soundtrack	tt0033149,tt0053291,tt0023427,tt0037832
nm0000348	Tony Curtis	1925	2010	actor,soundtrack,producer	tt0053291,tt0054331,tt0066701,tt0051036
nm0000054	Marilyn Monroe	1926	1962	soundtrack,actress,writer	tt0053291,tt0050861,tt0045810,tt0048605
nm0485702	Charles Lang	1902	1998	cinematographer,camera_department	tt0056923,tt0047437,tt0039420,tt0053291
nm0000683	Gore Vidal	1925	2012	writer,actor	tt0080491,tt0041061,tt0111732,tt0119177
nm0876562	Karl Tunberg	1909	1992	writer,producer,production_manager	tt0034262,tt0040925,tt0040982,tt0052618
nm0908753	Lew Wallace	1827	1905	writer	tt2638144,tt1168700,tt0052618,tt0016641
nm0943758	William Wyler	1902	1981	director,producer,actor	tt0036868,tt0046250,tt0052618,tt0051411
nm0361823	Haya Harareet	1931	2021	actress,writer	tt0056101,tt0062089,tt0052618,tt0054641
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack	tt0052618,tt0059219,tt0060801,tt0060397
nm0000032	Charlton Heston	1923	2008	actor,director,writer	tt0049833,tt0070723,tt0067525,tt0052618
nm0067103	S.N. Behrman	1893	1973	writer,script_department	tt0040694,tt0024083,tt0021348,tt0051915
nm0349023	Gittan Gustafsson	1924	2003	production_designer,actress,art_department	tt0048272,tt0050742,tt0050986
nm0741013	Oscar Rosander	1901	1971	editor,actor,director	tt0053976,tt0048641,tt0050986,tt0036914
nm0005705	Gunnar Fischer	1910	2011	cinematographer,camera_department,director	tt0050986,tt0050976,tt0046345,tt0048641
nm0635059	Erik Nordgren	1913	1992	composer,music_department,soundtrack	tt0050986,tt0050976,tt0053976,tt0048641
nm0000005	Ingmar Bergman	1918	2007	writer,director,actor	tt0050976,tt0050986,tt0060827,tt0083922
nm0085038	Gunnar Björnstrand	1909	1986	actor,soundtrack	tt0055499,tt0060827,tt0050976,tt0048641
nm0862026	Ingrid Thulin	1926	2004	actress,director,writer	tt0057611,tt0050986,tt0057358,tt0069467
nm0000761	Bibi Andersson	1935	2019	actress,soundtrack	tt0050976,tt0837106,tt0050986,tt0060827
nm0803705	Victor Sjöström	1879	1960	director,actor,writer	tt0014972,tt0019585,tt0050986,tt0012364
nm0906307	Lennart Wallén	1914	1967	editor,assistant_director,director	tt0050976,tt0038564,tt0039555,tt0033594
nm0252321	Allan Ekelund	1918	2009	production_manager,producer,assistant_director	tt0043048,tt0050976,tt0048641,tt0057358
nm0691555	Nils Poppe	1908	2000	actor,writer,soundtrack	tt0038323,tt0045714,tt0038830,tt0050976
nm0252345	Bengt Ekerot	1920	1971	actor,director,assistant_director	tt0032771,tt0038564,tt0050976,tt0051365
nm0001884	Max von Sydow	1929	2020	actor,miscellaneous,soundtrack	tt0080745,tt0477302,tt0181689,tt0050976
nm0526456	P.A. Lundgren	1911	2002	production_designer,art_director,art_department	tt0050976,tt0070148,tt0053976,tt0055499
nm0286025	Carl Foreman	1914	1984	writer,miscellaneous,producer	tt0069528,tt0054953,tt0044706,tt0050212
nm0099541	Pierre Boulle	1912	1994	writer	tt0063442,tt0133152,tt0068408,tt0050212
nm0370564	Sessue Hayakawa	1886	1973	actor,producer,director	tt0050212,tt0158980,tt0150388,tt0005078
nm0002185	Malcolm Arnold	1921	2006	composer,music_department,soundtrack	tt0064072,tt0050212,tt0053318,tt0047278
nm0802563	Robert Siodmak	1900	1973	director,writer,producer	tt0050746,tt0053229,tt0048542,tt0038669
nm0425711	Malcolm Johnson	1904	1976	writer	tt0047296
nm0775977	Budd Schulberg	1914	2009	writer,producer,soundtrack	tt0166913,tt0047296,tt0052395,tt0050371
nm0001415	Elia Kazan	1909	2003	director,writer,producer	tt0044081,tt0047296,tt0056825,tt0048028
nm0001768	Rod Steiger	1925	2002	actor,soundtrack	tt0059575,tt0047296,tt0061811,tt0067140
nm0001500	Karl Malden	1912	2009	actor,soundtrack,director	tt0047296,tt0066206,tt0044081,tt0048973
nm0077086	Leonard Bernstein	1918	1990	soundtrack,writer,music_department	tt3581652,tt0055614,tt0047296,tt3776668
nm0270458	Rudi Fehr	1911	1999	editor,editorial_department,producer	tt0078788,tt0070510,tt0040506,tt0046912
nm0006323	Dimitri Tiomkin	1894	1979	music_department,soundtrack,composer	tt0044706,tt0054953,tt0049261,tt0046912
nm0461425	Frederick Knott	1916	2002	writer	tt0046912,tt0061780,tt0062467,tt0120787
nm0002369	John Williams	1903	1983	actor	tt0047437,tt0051201,tt0048728,tt0046912
nm0191950	Robert Cummings	1910	1990	actor,director,soundtrack	tt0047752,tt0046912,tt0035279,tt0039583
nm0001537	Ray Milland	1907	1986	actor,director,soundtrack	tt0037415,tt0046912,tt0066011,tt0037884
nm0005901	Armand Thirard	1899	1973	cinematographer,actor,camera_department	tt0046268,tt0046911,tt0024710,tt0034093
nm0005952	Georges Auric	1899	1983	composer,soundtrack,music_department	tt0038348,tt0095174,tt0048021,tt0046268
nm0350823	Jérôme Géronimi	\N	\N	writer,miscellaneous	tt0046911,tt0049703,tt0046268,tt0050367
nm1064118	Georges Arnaud	1917	1987	writer	tt0046268,tt0301232,tt0042141,tt0076740
nm0167241	Henri-Georges Clouzot	1907	1977	writer,director,producer	tt0041634,tt0046268,tt0039739,tt0046911
nm0525793	Folco Lulli	1912	1970	actor,producer,writer	tt0056558,tt0167862,tt0046268,tt0056945
nm0886870	Peter van Eyck	1911	1969	actor	tt0064110,tt0046268,tt0059749,tt0056197
nm0889024	Charles Vanel	1892	1989	actor,director,writer	tt0048728,tt0046911,tt0046268,tt0050390
nm0598971	Yves Montand	1921	1991	actor,soundtrack,sound_department	tt0065234,tt0046268,tt0091288,tt0054022
nm0346537	Madeleine Gug	1913	1971	editor	tt0062407,tt0046911,tt0046268,tt0054761
nm0848984	Haruo Tanaka	1912	1992	actor	tt0425420,tt0425419,tt0044741,tt0048454
nm0385443	Shin'ichi Himori	1907	1959	actor	tt0426900,tt0044741,tt0427424,tt0027752
nm0437520	Nobuo Kaneko	1923	1995	actor	tt0077135,tt0044741,tt0063206,tt0160007
nm0423122	Minoru Jingo	\N	\N	producer	tt17519192,tt0042876,tt18233002,tt17527680
nm0015611	Ryûnosuke Akutagawa	1892	1927	writer	tt2190475,tt0042876,tt0102128,tt1347008
nm0605270	Masayuki Mori	1911	1973	actor,soundtrack	tt0048757,tt0042876,tt0054460,tt0043614
nm0477553	Machiko Kyô	1924	2019	actress	tt0045935,tt0049830,tt0042876,tt0204129
nm0005762	Milton R. Krasner	1904	1988	cinematographer,camera_department	tt0048605,tt0065462,tt0050105,tt0042192
nm0000055	Alfred Newman	1900	1970	music_department,composer,soundtrack	tt0049408,tt0434409,tt0042192,tt0065377
nm0953123	Darryl F. Zanuck	1902	1979	producer,writer,production_manager	tt0049408,tt0056197,tt0032551,tt0042192
nm0650581	Mary Orr	1910	2006	writer	tt0044277,tt0041061,tt0041037,tt0047708
nm0000581	Joseph L. Mankiewicz	1909	1993	writer,producer,director	tt0041587,tt0069281,tt0042192,tt0056937
